,s,radiusMin,radiusMax,radiusMean,radiusSd,plHydrophobicityMin,plHydrophobicityMax,plHydrophobicityMean,plHydrophobicitySd,pfHydrophobicityMin,pfHydrophobicityMax,pfHydrophobicityMean,pfHydrophobicitySd,densityMin,densityMax,densityMean,densitySd,energyMin,energyMax,energyMean,energySd
20,-15.626419067382812,4.646745204925537,4.646745204925537,4.646745204925537,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
21,-15.600245475769043,4.622511386871338,4.622511386871338,4.622511386871338,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
22,-15.57407283782959,4.598270893096924,4.598270893096924,4.598270893096924,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
23,-15.54789924621582,4.574028491973877,4.574028491973877,4.574028491973877,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
24,-15.521726608276367,4.549795627593994,4.549795627593994,4.549795627593994,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
25,-15.495553016662598,4.525584697723389,4.525584697723389,4.525584697723389,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
26,-15.469380378723145,4.501403331756592,4.501403331756592,4.501403331756592,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
27,-15.443206787109375,4.477248668670654,4.477248668670654,4.477248668670654,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
28,-15.417034149169922,4.453117370605469,4.453117370605469,4.453117370605469,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
29,-15.390860557556152,4.4290080070495605,4.4290080070495605,4.4290080070495605,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
30,-15.364686965942383,4.404919147491455,4.404919147491455,4.404919147491455,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
31,-15.33851432800293,4.380852699279785,4.380852699279785,4.380852699279785,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
32,-15.312341690063477,4.356808662414551,4.356808662414551,4.356808662414551,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
33,-15.286168098449707,4.332788467407227,4.332788467407227,4.332788467407227,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
34,-15.259994506835938,4.308793544769287,4.308793544769287,4.308793544769287,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
35,-15.233821868896484,4.284824371337891,4.284824371337891,4.284824371337891,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
36,-15.207648277282715,4.260879993438721,4.260879993438721,4.260879993438721,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
37,-15.181475639343262,4.2369608879089355,4.2369608879089355,4.2369608879089355,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
38,-15.155302047729492,4.213068008422852,4.213068008422852,4.213068008422852,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
39,-15.129129409790039,4.189202785491943,4.189202785491943,4.189202785491943,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
40,-15.10295581817627,4.1653618812561035,4.1653618812561035,4.1653618812561035,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
41,-15.076783180236816,4.141549110412598,4.141549110412598,4.141549110412598,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
42,-15.050609588623047,4.117762088775635,4.117762088775635,4.117762088775635,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
43,-15.024436950683594,4.094003677368164,4.094003677368164,4.094003677368164,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
44,-14.998263359069824,4.070272445678711,4.070272445678711,4.070272445678711,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
45,-14.972090721130371,4.046572208404541,4.046572208404541,4.046572208404541,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
46,-14.945917129516602,4.022899627685547,4.022899627685547,4.022899627685547,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
47,-14.919744491577148,3.999258041381836,3.999258041381836,3.999258041381836,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
48,-14.893570899963379,3.9756462574005127,3.9756462574005127,3.9756462574005127,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
49,-14.867398262023926,3.9520657062530518,3.9520657062530518,3.9520657062530518,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
50,-14.841224670410156,3.9285166263580322,3.9285166263580322,3.9285166263580322,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
51,-14.815052032470703,3.9050002098083496,3.9050002098083496,3.9050002098083496,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
52,-14.788878440856934,3.881516218185425,3.881516218185425,3.881516218185425,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
53,-14.76270580291748,3.8580663204193115,3.8580663204193115,3.8580663204193115,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
54,-14.736532211303711,3.8346498012542725,3.8346498012542725,3.8346498012542725,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
55,-14.710359573364258,3.811267614364624,3.811267614364624,3.811267614364624,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
56,-14.684185981750488,3.7879202365875244,3.7879202365875244,3.7879202365875244,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
57,-14.658013343811035,3.7646095752716064,3.7646095752716064,3.7646095752716064,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
58,-14.631839752197266,3.741333484649658,3.741333484649658,3.741333484649658,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
59,-14.605667114257812,3.718095064163208,3.718095064163208,3.718095064163208,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
60,-14.579493522644043,3.6948933601379395,3.6948933601379395,3.6948933601379395,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
61,-14.553319931030273,3.6717307567596436,3.6717307567596436,3.6717307567596436,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
62,-14.52714729309082,3.648607015609741,3.648607015609741,3.648607015609741,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
63,-14.500974655151367,3.6255228519439697,3.6255228519439697,3.6255228519439697,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
64,-14.474801063537598,3.60247802734375,3.60247802734375,3.60247802734375,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
65,-14.448627471923828,3.5794737339019775,3.5794737339019775,3.5794737339019775,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
66,-14.422454833984375,3.5565133094787598,3.5565133094787598,3.5565133094787598,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
67,-14.396282196044922,3.5335946083068848,3.5335946083068848,3.5335946083068848,0.0,-0.0009796071099117398,-0.0009796071099117398,-0.0009796071099117398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4028234663852886e+38,-3.4028234663852886e+38,-3.4028234663852886e+38,0.0
